recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate,process_efficiency,cost_intensity,efficiency_ratio,complexity_flag,engagement_score,cost_index,dept_efficiency,cost_pressure,offer_readiness,process_intensity,efficiency_balance,applicant_density,operational_efficiency,is_referral,is_linkedin,is_recruiter,source_reputation,is_technical,is_hr_or_sales,role_efficiency_score,overall_efficiency_index,candidate_satisfaction
11,Sales,Sales Associate,10,48,6363.54,Referral,0.95,0.6161372029336719,578.5036363636364,0.0010650532911798,0,0.8145208746843114,1.0502581527868258,0.758776662285225,6683.359765585077,0.5892302092238936,0.6161372029336719,0.0010650532911798787,0.04893663822037491,0.010282641905665722,1,0,0,0.9,0,1,0.7357016001524035,-250.34644485028633,0.0
12,Product,UX Designer,184,84,793.95,Recruiter,0.57,1.1750541565583954,4.291621621621622,0.2738018367780884,1,0.8869543288737969,1.0847183658861472,0.884682039385278,861.2121465953066,0.5888659933097727,0.5875270782791977,0.27380183677808845,0.0614159508832744,0.0065113233166717846,0,0,1,0.7,1,0,0.8529316900947811,-1.6532579958199984,0.0
13,HR,Recruitment Specialist,116,75,1830.5,Job Portal,0.61,1.0996229877508228,15.645299145299145,0.0702845568661858,0,0.7055712755661188,0.9681865495119362,0.6219694512831702,1772.2654788815992,0.5413658718865262,1.0996229877508228,0.07028455686618582,0.06266018335260205,0.0068519476414213255,0,0,0,0.0,0,1,0.9364023292603625,-7.4242332253364225,0.0
14,Product,UX Designer,258,69,8848.38,LinkedIn,0.34,1.3079520501049386,34.16362934362934,0.0382849257221529,1,0.8304281671803844,1.0813304510363573,0.7799603919465141,9568.02273634108,0.5067884428594364,0.6539760250524693,0.03828492572215292,0.0793832580242791,0.007199358276269879,0,1,0,0.5,1,0,0.8879641426364235,-14.923963685563084,0.0
15,Engineering,Backend Developer,27,65,5021.34,Job Portal,0.82,0.7953410759005657,179.33357142857145,0.0044349814991688,0,0.7297949977828175,0.949318333678929,0.7579495581984724,4766.850121635353,0.5395405824251912,0.7953410759005657,0.004434981499168818,0.05048794712386673,0.007675312763180172,0,0,0,0.0,1,0,0.8250554054098245,-79.38534517923996,0.0
16,Marketing,Marketing Specialist,265,77,7864.88,Recruiter,0.54,1.2815858325387035,29.56721804511278,0.0433448215262753,1,0.8111878915770372,1.0003347433243603,0.7548699293807487,7867.512716076895,0.49652717077604636,0.6407929162693518,0.04334482152627537,0.07158328601002178,0.006473822088858169,0,0,1,0.7,0,0,0.8672538950835764,-12.301476108560445,0.0
17,HR,Recruitment Specialist,227,22,8432.99,Recruiter,0.39,1.7315757118517114,36.98679824561403,0.0468160464589821,1,0.8331292943083374,0.9588034375950554,0.8619477862148479,8085.579801204726,0.5077750571270652,0.8657878559258557,0.04681604645898212,0.23605850560671482,0.021798414356153158,0,0,1,0.7,0,1,1.12437219179031,-20.545876287802628,0.0
18,Finance,Finance Manager,281,13,5662.71,Referral,0.95,2.1378493781189034,20.080531914893616,0.1064637769913602,1,0.7430396628800291,0.9314172191021206,0.661661541208646,5274.3456007817695,0.46005493768269984,1.0689246890594517,0.10646377699136025,0.40299336220986526,0.03580256707049922,1,0,0,0.9,0,0,1.2674231514220455,-11.125558193484334,0.0
19,Marketing,Marketing Specialist,196,63,610.4919,Referral,0.63,1.270341969909396,3.098943654822335,0.4099272853849098,1,0.7896819129093549,0.8966332303417315,0.6122319823024114,547.3873243944613,0.546998736396595,0.635170984954698,0.4099272853849098,0.08255005826153107,0.008630172319126385,1,0,0,0.9,0,0,0.8188405796454215,-0.9401268589544425,0.0
20,Product,Product Manager,52,26,7115.17,Job Portal,0.48,1.20463848029149,134.24849056603773,0.0089731993725897,0,0.7271293292892126,1.0701535155788329,0.8016814522902578,7614.324189441044,0.5384957369312715,1.20463848029149,0.00897319937258975,0.14704784865007858,0.018588781033326344,0,0,0,0.0,1,0,1.0428236758328224,-74.82650320042436,0.0
21,Marketing,Social Media Manager,299,64,9648.83,Job Portal,0.51,1.366375974694557,32.16276666666667,0.042483159063163,1,0.7497729046726125,1.1965908869220194,0.703547239240794,11545.702047459788,0.4589100326688079,0.6831879873472785,0.04248315906316303,0.0877504996100954,0.0077441220766025455,0,0,0,0.0,0,0,0.8942521591195167,-12.788616308464189,0.0
22,Finance,Finance Manager,70,14,5604.18,LinkedIn,0.94,1.5740771257882709,78.93211267605635,0.0199421636198469,0,0.6790230657843186,1.175665295750434,0.6052769748637573,6588.639937138667,0.511167024391598,1.5740771257882709,0.019942163619846902,0.28417865846942103,0.03342253653465782,0,1,0,0.5,0,0,1.1686216553532627,-46.55359339828707,0.0
23,Sales,Account Executive,245,87,8440.43,Job Portal,0.69,1.229599595484969,34.31069105691057,0.0358372134681939,1,0.7764514934452391,0.8115151996081847,0.6754122021871242,6849.537236228911,0.4743669065110197,0.6147997977424845,0.0358372134681939,0.06256058563559502,0.005741049852281598,0,0,0,0.0,0,1,0.8174234583986217,-12.91650817075273,0.0
24,Finance,Accountant,17,79,3660.04,Recruiter,0.69,0.6595970309777159,203.33555555555552,0.0032438843562389,0,0.6756234320832215,1.193380457711031,0.6927980322650436,4367.820210440682,0.506842232516129,0.6595970309777159,0.0032438843562389947,0.03612964697370206,0.006386573214168652,0,0,1,0.7,0,0,0.7376379251683711,-75.64639549278657,0.0
25,Sales,Account Executive,101,55,1777.5,Referral,0.37,1.1489611762195149,17.426470588235293,0.0659319455692444,0,0.8507039020892806,0.9522762247573108,0.7850515130352727,1692.6709895061197,0.6267032670317008,1.1489611762195149,0.06593194556924448,0.08258880023721912,0.009209707217157316,1,0,0,0.9,0,1,1.0099960420203393,-10.39742726576988,0.0
26,Sales,Business Development Manager,185,53,3145.3,LinkedIn,0.52,1.3100445157744252,16.91021505376344,0.0774705959763813,1,0.8032245650161095,1.0901099522718387,0.6517757382147816,3428.7228328806145,0.49868495664242163,0.6550222578872126,0.07747059597638134,0.09677308655024447,0.009418176082194134,0,1,0,0.5,0,1,0.850554979351647,-6.748460477412994,0.0
27,Marketing,Content Strategist,130,65,4652.49,Recruiter,0.72,1.1636274641674047,35.515190839694654,0.0327642173360539,0,0.814918333214915,0.8640677001929183,0.7239163043860194,4020.0663344705504,0.5971667587159434,1.1636274641674047,0.03276421733605393,0.07386662610910835,0.007683203815031755,0,0,1,0.7,0,0,0.9989886233995082,-20.590478828756435,0.0
28,Sales,Account Executive,28,21,8336.57,LinkedIn,0.4,1.0893722363237095,287.4679310344828,0.0037895435105194,0,0.7420486715912853,1.0212969870811008,0.7447426333253497,8514.113823590693,0.5462691799079256,1.0893722363237095,0.0037895435105194117,0.15305890136302155,0.02278724223877308,0,1,0,0.5,0,1,0.9681089081594596,-151.49800938552468,0.0
29,Marketing,SEO Analyst,222,17,6441.47,Recruiter,0.71,1.870753046450978,28.885515695067262,0.0647643961574155,1,0.8064806475200177,1.0470584774345362,0.7377712174092272,6744.595770640242,0.4939266961343722,0.935376523225489,0.06476439615741558,0.30039843174778436,0.027855387762768004,0,0,1,0.7,0,0,1.1567078884482571,-15.931801167885862,0.0
30,Engineering,DevOps Engineer,111,83,2318.84,LinkedIn,0.41,1.0649275484662064,20.703928571428573,0.0514360109655611,0,0.7252716291199293,0.7773092812120521,0.8921822300000345,1802.455853645755,0.5489853598582931,1.0649275484662064,0.05143601096556118,0.05617260561065588,0.006167913058043412,0,1,0,0.5,1,0,1.0001184432331136,-10.818449537796466,0.0
31,Finance,Financial Analyst,24,30,2820.97,Recruiter,0.65,0.9373581301246586,112.8388,0.0083070550361897,0,0.7930417551041811,1.0912400749516284,0.6136512713370889,3078.355514236295,0.5784603584241252,0.9373581301246586,0.008307055036189712,0.10383470402800647,0.01630621344709204,0,0,1,0.7,0,0,0.8527744464634559,-55.16965638972547,0.0
32,Finance,Financial Analyst,40,75,7971.68,Recruiter,0.61,0.8574926634616532,194.43121951219513,0.004410262205847,0,0.8336553655718596,1.2018902511757472,0.8852904559357199,9581.08447749268,0.6017282862620492,0.8574926634616532,0.004410262205847077,0.048862790351372476,0.006641661537307801,0,0,1,0.7,0,0,0.8943334685115425,-104.0941877991708,0.0
33,Sales,Sales Representative,108,34,6813.35,LinkedIn,0.48,1.319518595955366,62.507798165137615,0.0211096633312807,0,0.806807970523902,0.9738028081477558,0.77458116419821,6634.859362893512,0.5888086116497547,1.319518595955366,0.021109663331280733,0.13403851092083266,0.01435908885555587,0,1,0,0.5,0,1,1.092133647237146,-39.55306300890058,0.0
34,Sales,Business Development Manager,209,29,2265.79,Job Portal,0.59,1.5721250285404935,10.78947619047619,0.1457091016354527,1,0.8203991653869377,1.2040252196242018,0.8387183144909515,2728.0683023723204,0.5176859223940624,0.7860625142702468,0.14570910163545267,0.17823691769058228,0.016887242900018674,0,0,0,0.0,0,1,1.0376780086175321,-5.258821412096281,0.0
35,Engineering,Software Engineer,213,8,6447.68,Referral,0.82,2.442160929005824,30.129345794392524,0.0810558869952117,1,0.7271931453156404,0.9715459759821388,0.7291177854048226,6264.217558420518,0.44595309582144105,1.221080464502912,0.0810558869952117,0.5962195572246501,0.05563309080307908,1,0,0,0.9,1,0,1.4398158001243588,-18.703670772532973,0.0
36,Product,UI Designer,124,83,9254.79,LinkedIn,0.52,1.089711887560496,74.03832000000001,0.0147182144711317,0,0.7746562482082582,1.1274376796569925,0.7361513643770942,10434.198963312738,0.5687917062352998,1.089711887560496,0.014718214471131726,0.05747992544407502,0.006006401192684589,0,1,0,0.5,1,0,0.9657013530933762,-40.11870170630693,0.0
37,Engineering,DevOps Engineer,231,20,5881.12,LinkedIn,0.58,1.7890284874166245,25.349655172413794,0.070574073085989,1,0.742830858683891,0.7,0.8637979497047471,4116.784,0.4570838634449513,0.8945142437083122,0.07057407308598905,0.2593684462698243,0.023894527175657106,0,1,0,0.5,1,0,1.1536536286197363,-12.839973910438228,0.0
38,Product,Product Analyst,179,30,1319.81,LinkedIn,0.73,1.5122237043014213,7.332277777777778,0.2062419815357507,1,0.8465270241497171,1.3,0.8687803488875706,1715.753,0.5439207750675035,0.7561118521507106,0.2062419815357507,0.16751473712549067,0.016507587841380813,0,1,0,0.5,1,0,1.0167459568169819,-3.5019348231353686,0.0
39,Marketing,Marketing Specialist,91,14,7482.82,Referral,0.87,1.6697580329968094,81.335,0.0205293909444571,0,0.7851859445651134,1.2243187367864437,0.6716066644293893,9161.356730000336,0.5747552176773081,1.6697580329968094,0.020529390944457104,0.30145257180326934,0.033400144133165506,1,0,0,0.9,0,0,1.2363610158272214,-57.08644823886212,0.0
40,Product,UI Designer,246,59,9385.2,Recruiter,0.53,1.3456093528283557,37.99676113360324,0.0354137899460211,1,0.7993843583201018,0.9573061743619482,0.6597725635753854,8984.509907621758,0.48732356156709067,0.6728046764141778,0.03541378994602115,0.09182313894379962,0.008386603027139132,0,0,1,0.7,1,0,0.8707364454867934,-15.69884992520535,0.0
41,HR,HR Coordinator,40,65,5797.19,Recruiter,0.43,0.8863670863981864,141.39487804878047,0.006268735419282,0,0.8055606401364408,0.7041866460034273,0.7488705521609853,4082.303782344608,0.5854432014345029,0.8863670863981864,0.006268735419282014,0.05626624343491376,0.007661991383204382,0,0,1,0.7,0,1,0.8678447088473888,-71.33095704212242,0.0
42,Product,UX Designer,120,7,5864.62,Recruiter,0.98,2.3062877457581985,48.46793388429752,0.0475837840267748,0,0.8044105770771486,1.0432042552458234,0.8700831081383075,6117.996539399761,0.588710880914377,2.3062877457581985,0.04758378402677482,0.5994738181995927,0.06258524248076078,0,0,1,0.7,1,0,1.6141688053205914,-45.107768369922866,0.0
43,Engineering,Data Engineer,281,74,9129.02,Job Portal,0.31,1.3067568277141164,32.37241134751773,0.0403663716403364,1,0.8008261768425704,0.7834111679389365,0.6967065280218528,7151.776220337911,0.48948516739666686,0.6533784138570582,0.04036637164033642,0.07522542761250818,0.006721431059296694,0,0,0,0.0,1,0,0.862390372263614,-13.24315116261695,0.0
44,Engineering,Software Engineer,245,29,3176.23,Recruiter,0.72,1.6186451176326386,12.911504065040653,0.1253645573834224,1,0.7741214440698038,1.066728030633623,0.7956043846017394,3388.1735727394325,0.4860377524957126,0.8093225588163193,0.12536455738342248,0.1835110511977454,0.01682403645103859,0,0,1,0.7,1,0,1.0480038741968412,-6.067356245950202,0.0
45,Finance,Payroll Specialist,69,84,3785.09,Referral,0.58,0.9562972641263902,54.07271428571429,0.0176853938085672,0,0.8413061882753985,1.0617348578746424,0.8124455063221804,4018.76199319273,0.6102310566070217,0.9562972641263902,0.01768539380856723,0.04998229696528658,0.00601441530630778,1,0,0,0.9,0,0,0.9218822839598493,-29.85664984687371,0.0
46,Finance,Financial Analyst,80,26,3810.88,Referral,0.3,1.3333333333333337,47.0479012345679,0.028339910389324,0,0.8323011615368806,0.8587895246496963,0.8336023994682468,3272.7438236970347,0.6056244660003116,1.3333333333333337,0.028339910389324065,0.16275737609897922,0.018649687390571153,1,0,0,0.9,0,0,1.116747386507141,-31.143555842011107,0.0
47,Engineering,Software Engineer,152,23,3350.18,LinkedIn,0.63,1.582867437094885,21.896601307189545,0.0722882671424856,0,0.6998766719725694,1.1681450535421567,0.769177337376289,3913.4961954758624,0.5330283844485637,1.582867437094885,0.07228826714248562,0.20960158005801813,0.020982534510232215,0,1,0,0.5,1,0,1.2221869197603292,-13.613306560577287,0.0
48,Engineering,Data Engineer,130,45,1797.79,Recruiter,0.73,1.2733491644508046,13.72358778625954,0.0927854356672154,0,0.7462126797026514,1.120836205420926,0.7207365534836909,2015.0281217436864,0.5681030763795987,1.2733491644508046,0.0927854356672155,0.10598255050437286,0.011147529849171556,0,0,1,0.7,1,0,1.0528955482705096,-7.610654750835451,0.0
49,Finance,Accountant,129,85,6359.04,Recruiter,0.87,1.0927604263254465,48.91569230769231,0.0223396695913457,0,0.7406716397345253,1.1463735005932845,0.8901047966396919,7289.83494521272,0.550413117851293,1.0927604263254465,0.022339669591345705,0.05659923779599514,0.005892569346133994,0,0,1,0.7,0,0,1.0134116521546308,-26.727136807314213,0.0
50,Engineering,Data Engineer,84,35,4908.41,Job Portal,0.53,1.2397454381542483,57.745999999999995,0.021468940128932,0,0.8843178393287272,1.0013286555503342,0.7833992259908558,4914.931586189816,0.6356974342682606,1.2397454381542483,0.02146894012893202,0.12340697934695324,0.013990734120800666,0,0,0,0.0,1,0,1.054892486874381,-38.053439016466726,0.0
51,Engineering,Backend Developer,211,57,3834.6,Referral,0.94,1.319212278256103,18.087735849056603,0.0729340707057505,1,0.7214346613139688,0.7876713899629441,0.8185695634899812,3020.404711951905,0.44857769492508864,0.6596061391280515,0.0729340707057505,0.0923549357702071,0.00875104735670542,1,0,0,0.9,1,0,0.9051770081750459,-6.938342127606303,0.0
52,HR,Talent Acquisition,131,76,8040.26,LinkedIn,0.99,1.1240839421630158,60.91106060606061,0.0184545124074995,0,0.7631339222935113,1.1466808408316709,0.7034948537087635,9219.61209730525,0.5627260141847448,1.1240839421630158,0.018454512407499565,0.06341301198164118,0.006555685803714098,0,1,0,0.5,0,1,0.973090427194137,-32.80629612556303,0.0
53,Product,UX Designer,102,65,8976.4,Job Portal,0.72,1.1062317239983217,87.14951456310679,0.0126934925208766,0,0.8507677201305991,0.9594442901296312,0.8009847543009241,8612.355725919622,0.6138639406670326,1.1062317239983217,0.012693492520876678,0.07022316648832781,0.007631452988683367,0,0,0,0.0,1,0,0.9934112882894381,-52.53564253579265,0.0
54,Engineering,Backend Developer,169,24,3283.74,Job Portal,0.82,1.5955254928979907,19.31611764705882,0.0826007295798493,1,0.691697925638125,0.7915329785210996,0.6773392986492378,2599.1885028888755,0.4297853562271772,0.7977627464489954,0.08260072957984932,0.2054319374820105,0.020152219049300705,0,0,0,0.0,1,0,1.0009645360437667,-7.879591974554461,0.0
55,Sales,Account Executive,283,69,2557.6,Job Portal,0.63,1.3296411826593677,9.0056338028169,0.1476454699499323,1,0.7342554418126684,1.2028059048961488,0.6735290752585908,3076.29638236239,0.4705363731957092,0.6648205913296839,0.14764546994993238,0.08069963197373152,0.0073382765128250935,0,0,0,0.0,0,1,0.8668793139072611,-3.265484005215103,0.0
56,Sales,Account Executive,115,66,3805.07,Referral,0.77,1.1305440424310742,32.8023275862069,0.0344653593558128,0,0.7754393123010209,1.3,0.8144166605428279,4946.591,0.5741387158531979,1.1305440424310742,0.03446535935581288,0.07094910732994573,0.007594055669676744,1,0,0,0.9,0,1,1.0095970193783854,-18.4341789946802,0.0
57,HR,Recruitment Specialist,229,53,6582.56,Job Portal,0.68,1.363274268696821,28.61982608695652,0.0476339100356805,1,0.7497187955536199,0.9938127806531196,0.7564184208788806,6541.832257415998,0.45995962849531763,0.6816371343484104,0.04763391003568057,0.10070517238746658,0.009335206011472348,0,0,0,0.0,0,1,0.9085626606120746,-11.542384534222869,0.0
58,Engineering,Backend Developer,57,7,1720.48,LinkedIn,0.57,1.9526603317091908,29.66344827586207,0.0658271502261917,0,0.7982782139247458,1.3,0.8049829831267169,2236.6240000000003,0.5887505638188393,1.9526603317091908,0.06582715022619173,0.5075553763183024,0.06279044775425796,0,1,0,0.5,1,0,1.4178250607926104,-23.926678842949336,0.0
59,HR,HR Coordinator,70,75,2719.4,Referral,0.71,0.9842859262167096,38.30140845070423,0.0256984257324402,0,0.7464104908873925,1.0136972092917025,0.6808315472244275,2756.6481909478557,0.555479608752619,0.9842859262167096,0.0256984257324403,0.05608789311896468,0.006762743868935683,1,0,0,0.9,0,1,0.8963924272756831,-18.573405068378687,0.0
60,Engineering,Backend Developer,217,10,1395.59,LinkedIn,0.58,2.245508852646981,6.401788990825688,0.3507626547988902,1,0.7541248850209412,0.9429316143750474,0.7796170023170191,1315.9459317056724,0.49300567302261683,1.1227544263234905,0.3507626547988902,0.48949955116264443,0.04581256033364383,0,1,0,0.5,1,0,1.3566395270185962,-3.6128838410538355,0.0
61,Engineering,Backend Developer,66,52,8692.27,LinkedIn,0.44,1.059038657847486,129.73537313432837,0.0081630678210474,0,0.7847835868133283,0.9054312318721784,0.7331800949109337,7870.25273386558,0.5731648638619233,1.059038657847486,0.008163067821047438,0.07933382300737671,0.00949147802059242,0,1,0,0.5,1,0,0.9494733573970231,-70.05840382271317,0.0
62,Engineering,Data Engineer,258,43,7969.21,Referral,0.94,1.4684327687737555,30.76915057915058,0.0477241878118205,1,0.7461609977227559,1.2455623611989113,0.7790880860536584,9926.148024489976,0.457139721743054,0.7342163843868778,0.047724187811820494,0.12629154685680766,0.011426369967895223,1,0,0,0.9,1,0,0.9679428102029752,-13.172405776914502,0.0
63,Sales,Account Executive,39,69,3723.03,Recruiter,0.58,0.868279059748816,93.07575,0.0093287354699809,0,0.8208177511558092,0.8829784177918343,0.6872639196732658,3287.355138791533,0.5956795702609617,0.868279059748816,0.009328735469980963,0.052698277915913375,0.007277120293261409,0,0,1,0.7,0,1,0.8403187057763877,-46.08950054152919,0.0
64,Sales,Sales Representative,174,8,8484.45,Job Portal,0.34,2.3505953952986385,48.48257142857143,0.0484833060119021,1,0.8543419121588947,1.110290396496248,0.8146352890947371,9420.203354552592,0.5186678880005778,1.1752976976493192,0.04848330601190215,0.5738651082137238,0.05561447994966547,0,0,0,0.0,0,1,1.4196882843777403,-34.96363592219813,0.0
65,Marketing,Marketing Specialist,92,41,887.08,Referral,0.96,1.2126806154779892,9.538494623655914,0.1271354166657564,0,0.8082613274109081,0.9161254247411188,0.8417788098478397,812.6765417793517,0.6134238603596948,1.2126806154779892,0.12713541666575648,0.107919035551268,0.012467774245992424,1,0,0,0.9,0,0,1.0588739506933464,-5.546081386879705,0.0
66,HR,HR Manager,15,25,5287.2,Recruiter,0.4,0.8509842142134526,330.45,0.0025752283602306,0,0.7434728459788039,0.9309539856138456,0.6779749421573171,4922.139912737524,0.5469888214807807,0.8509842142134526,0.002575228360230668,0.10663802777845312,0.01932531936124841,0,0,1,0.7,0,1,0.8288845897539214,-149.3695347820245,0.0
67,Product,Product Manager,163,81,5047.87,LinkedIn,0.5,1.157293247349547,30.779695121951217,0.0375992421356037,1,0.7249760568126106,1.154537454095435,0.6901861679566926,5827.954978404723,0.44442562395684554,0.5786466236747735,0.03759924213560373,0.062193493022246325,0.006196593036249067,0,1,0,0.5,1,0,0.7857024740617813,-10.398661920437327,0.0
68,Finance,Finance Manager,166,31,2819.48,Referral,0.82,1.4767408584948103,16.88311377245509,0.0874685079381277,1,0.7682373223482638,0.942994473056597,0.7983462809157279,2658.7540568936142,0.47771799545551474,0.7383704292474051,0.08746850793812777,0.1599373066380236,0.01580227479010665,1,0,0,0.9,0,0,0.9778743135221235,-7.419767324051322,0.0
69,HR,HR Manager,29,48,5029.37,LinkedIn,0.85,0.873934848254259,167.64566666666667,0.0052129879669298,0,0.8121409823615818,0.939280693086956,0.8086755522910632,4723.990139390744,0.5890634670242401,0.873934848254259,0.0052129879669298804,0.06941219146249297,0.010303477899726854,0,1,0,0.5,0,1,0.8795700898144485,-86.342887191415,0.0
70,HR,HR Coordinator,261,48,3643.03,Job Portal,0.98,1.4307815051132695,13.90469465648855,0.1028991601441922,1,0.8301316213907078,1.169920704576221,0.811229905319235,4262.0562243923105,0.5182068591758868,0.7153907525566348,0.10289916014419224,0.11363968375022646,0.01034129235814105,0,0,0,0.0,0,1,0.9587597241524053,-6.411515136828957,0.0
71,Sales,Business Development Manager,46,71,5151.87,Referral,0.49,0.9002684555126956,109.61425531914894,0.0082130599225296,0,0.7401344378637102,1.2396095939832434,0.804809551432751,6386.307478954453,0.5467927905460042,0.9002684555126956,0.00821305992252966,0.05347427224597304,0.007041477748214964,1,0,0,0.9,0,1,0.8915770931861731,-52.95031042832338,0.0
72,Engineering,Data Engineer,21,13,1683.99,Referral,1.0,1.1712676411652456,76.545,0.0153016869274748,0,0.7245261138804138,1.096703470492635,0.7178423150857617,1846.8376772748925,0.5385843897158297,1.1712676411652456,0.015301686927474802,0.22078874666845114,0.03601102338038462,1,0,0,0.9,1,0,1.0009865151083512,-40.72749641419309,0.0
73,Product,UI Designer,113,82,4733.63,Recruiter,0.89,1.0718192550412322,41.5230701754386,0.0258126199411575,0,0.7672163083551056,0.9017845336564076,0.7184561023211035,4268.714322051981,0.5673847788966724,1.0718192550412322,0.02581261994115759,0.05706263190836742,0.0061297012585734304,0,0,1,0.7,1,0,0.9514464582169471,-21.87582176898783,0.0
74,HR,Recruitment Specialist,229,41,7295.83,Referral,0.3,1.4549384681626272,31.721,0.0458667262159421,1,0.6979704936687169,0.9234087251053632,0.6764452870933144,6737.033078885461,0.4279507201491535,0.7274692340813136,0.04586672621594215,0.12947807878388562,0.011973284811284325,1,0,0,0.9,0,1,0.9304028202093079,-12.23207479567315,0.0
75,HR,HR Coordinator,27,72,9171.65,Recruiter,0.82,0.7766544715974056,327.55892857142857,0.0023710373965794,0,0.7969094259979276,1.0119872895610056,0.6470501099689089,9281.593224302196,0.5790587338136887,0.7766544715974056,0.0023710373965794935,0.04564663712568772,0.00690382494295691,0,0,1,0.7,0,1,0.7824422687893755,-147.95732897348222,0.0
76,HR,HR Manager,207,88,6989.4,Job Portal,0.68,1.1891224060147774,33.60288461538461,0.0353875086689089,1,0.8104578022332418,1.0481395092888486,0.8077732138190717,7325.866286223478,0.49494447876679365,0.5945612030073887,0.03538750866890891,0.05997233797417211,0.005689504193230652,0,0,0,0.0,0,1,0.8368931671531101,-13.504625121086303,0.0
77,Marketing,SEO Analyst,203,46,8676.1,Referral,0.81,1.381276912989557,42.529901960784315,0.0324777819094296,1,0.7332072346292432,0.8518201134790342,0.6279566357916938,7390.476486555449,0.4468161550589166,0.6906384564947785,0.0324777819094296,0.113151489230728,0.010695920810879798,1,0,0,0.9,0,0,0.8790254472322867,-16.311399354009872,0.0
